User,Message,Sentiment
Theeradet,คือผมได้ใช้แค่4รอบ สีมันออกมา เหมือนกันว่าแมวย้อมสี แล้วเอามาขาย และที่สำคัญคือคนรีวิวบอกว่าสวย ใช้ดี ไม่เคยใช้รึ? ยิ่งล้างยิ่งออก,Negative
0***5,มันบุบค่ะไม่โอเคร,Negative
จิรัชญา,บริการขนส่งแย่ถุงพัสดุฉีกขาดก้นกะทะมีรอยถลอก,Negative
k***n,ตอนสั่งซื้อกระทะพร้อมฝาปิดค่ะส่งมาให้มีแต่ตัวกระมะ,Negative
Nuu S.,คุณภาพแย่มากแพ็คของไม่มีกันกระแทกใส่มาแบบถุงไม่ใส่กล่องสีลอกของบุบหลายที่มาก,Negative
ส***.,แพ็กสินค้ามาห่วยมากๆไม่มีโฟมห่อหุ้มมาเลยชุ้ยมากๆๆเครมได้ไหมแบบนี้,Negative
****8,แพ็คมาไม่ดีเลย แพ็คใส่ถุงมีกันกระแทกบางๆข้างใน  แกะออกมา ปรากฎว่าบุบ,Negative
นุรมารีนี บ.,ม่พอใจคะขอถึงถุงฉีดขาดที่จับม่มีประปรุงด้วยนะแย่มากเลย...,Negative
Atthawut T.,"สินค้ามีรอยยุบใหญ่มากจากข่นส่งหรือร้านค้าครับ
ต้องแรงแค่ไหนถึงจะบุบขนาดนี้",Negative
ฤทัย น.,"ส่งแต่ตัวกระทะแต่ไม่มีด้าม สอบถามร้าน
ไม่ตอบกลับแย่",Negative
สนอง ค.,"สั่ง 28 ซม แล้วส่ง 32 ซม มาเพื่ออะไรครับ
ราคาไม่ใช่ปัญหา ตอบหน่อยครับ",Negative
Watee S.,ของมาไม่ครบไม่มีที่จับ,Negative
0***1,ไม่แนะนำร้านนี้ครับ แพคแย่มาก สินค้ากระแทรกกัน มีตำหนิ 2 จุด หรือ น่าจะเอาของชำรุดมาขาย,Negative
It’s M.,ดีค่ะดีมากกกกกกกกกกกกกกกกกกกกกกกแต่ด้ามจับดูไม่แข็งแรงเท่าไหร่ใบค่อนข้างใหญ่เลยค่ะ,Negative
J***.,แพ็คมาไม่ดี กระทะบุบ มีรอยถลอก นูน สีถลอก กระทะดีแต่แพ็ค ขนส่งไม่ดี น่าเสีนดาย,Negative
8***5,ส่งมาด้ามก็ไม่ใส่มาให้,Negative
9***3,กะทะใช้ดีมากๆๆคะแร้วได้ของไว้มากๆๆ ใช้แร้วไม่ติดกะทะเรย,Negative
อภิชาติ ย.,ส่งกระทะบุบมาให้ผมทำไม่คร๊าบตั้งแต่ซื้อกับลาซาด้ามาหลายครั้งมาก เพิ่งเจอครับแต่ไม่เปนไรใช้ได้ยุแต่เสียความฮู้สึกฮ้วย,Negative
R***.,สั่งมาสองใบ ไม่มีแ้ามซักใบ,Negative
mook,เสียใจกระทะบุบ,Negative
Som S.,ส่งมาได้ไงด้ามจับไม่มีให้ แย่มากๆๆๆๆๆๆ เสียความรุู้สึก แบบนี้จะทำยังไง,Negative
pimsri,กะทะมีรอยบุบค่อนข้างใหญ่ชัดเจนมาก,Negative
ดอกหญ้ากับพายุ ส.,"แย่มาก สินค้าบุบเสียหาย แพคมายังไง กล่องไม่ใส่ กันกระแทกชั้นเดียว
เอาหัวสมองหรือหัวเข่าคิด ซื้อเสียตังนะไม่ได้มาขอฟรีๆฝากไว้ให้คิด",Negative
Na T.,เปลี่ยนขนส่งใหม่เหอะ  ห่วยมาก ทั้งเบี้ยว ทั้งบุบ  ขนส่งสีส้ม,Negative
*******081,สั่งครั้งแรกก็แจ๊คพอต บุบๆๆ,Negative
เสริมศักดิ์ พ.,ส่งสินค้ามีกระกระแทกมาให้ ไม่ใช่กระแทกจากการส่งนะ,Negative
จีรวรรณ พ.,ส่งเเชทไปไม่อ่านของส่งถึงลูกค้าตั้งแต่วันที่17 สั่งกะทะ 3ลูก แต่มาแค่ 1ลูก อยากหั้ยทางร้านช่วยรับผิดชอบลูกค้าด้วยค่ะ เสียตังครบแต่ของด้ายไม่ครบ ออกมารับผิดชอบด้วยค่ะร้านส่ง 😔😔,Negative
กาญจนา แ.,โษณาว่าตราเพชร แต่ที่ส่งมาให้ไม่ใช่ตราเพชร เป็นของเลียนแบบ หลอกลวงค่ะ อย่าสั่ง,Negative
P***.,สั่ง 3 ใบ ได้มา 1 ใบ แย่มาก กรุณาส่งมาอีก2ใบด้วยค่ะ,Negative
P S.,พอน้ำมันเริ่มร้อนเอาตะหลิวไปเกลี่ยๆน้ำมันแล้วลายกระทะติดมาด้วยอะ ทักถามก็ไม่ตอบ ;-;,Negative
Pawinee,คุณภาพแย่มาก ห่อบับเบิ้ลที่บางเฉียบแทนที่จะแพ็คใส่กล่องหรือบับเบิ้ลๆหลายๆชั้น ทั่งบุบยิ่งถลอก แย่มาก สินค้าห่วย,Negative
ว***.,กระทะ ไม่มีด้าม,Negative
เกดแก้ว เ.,แย่มากได้ของมาไม่ครบ(ด้ามจับ) ทางร้านไม่อ่านไม่ตอบแชตเลย,Negative
8***9,ใช่งานได้ครั้งเดียว,Negative
ศรีเมือง เ.,สินค้ามีรอยบุบ  น่าจะไม่ใช่จากการขนส่ง  น่าจะมีคำหนิ  จากผู้ขาย,Negative
คงศักด์,มีรอยบุบ,Negative
Karnmanee B.,คุณภาพตามราคาค่ะ ใช้ไม่ถึงเดือนลอก สนิมตามมา,Negative
9***9,สินค้าบางมาก ไม่เหมือนในรูป ไม่ควรเอารูปที่ไม่ใช้สินค้าที่มาขายมาลง เปิดมาสินค้ามีตำหนิเลย,Negative
นุษย์พรัตน์ ส.,มีตำหนิ บุบหลายแห่ง ตอนซื้อมาแรกๆไม่ได้ดูพอจะใช้งาน เลยเห็น คืนไม่ได้ ซื้อเกือบเดือนแล้ว,Negative
N***o,ส่งของสภาพแย่มาให้ลูกค้ใช้ไม่ได้ กระทะไม่ได้ประกอบมาสำหรับใช้ได้เลยแยกชิ้นส่วนมาพอเอามาประกอบก็ไม่พอดี ไม่สามรถใช้ได้เสียเงินฟรีแย่มากๆๆ,Negative
สถาพร ต.,ไม่มีด้ามจับให้เลยค่ะแย่จังจะใช้ยังไง,Negative
จ***.,ลองใช้จริงแล้วติดกระทะ บาง ตามราคา,Negative
Jitlada P.,สั่งกระทะ4ใบ แต่ไม่มีด้ามจับเลย ห่วยสุดๆ,Negative
9***8,สินค้าไม่มีคุณภาพ,Negative
wilawan K.,"ใช้ได้กับเตาทุกประเภท, สินค้าคุณภาพสูง คุ้มค่าราคา, เหมาะสำหรับการทำอาหารประจำวัน, ขนาดที่สะดวกสำหรับการทำอาหารหลากหลายรูปแบบ,",Negative
*******601,คุณภาพสินค้าดีครับตรงตามคำสั่งซื้อวัสดุดีผมชอบมากมากโอกาสหน้าจะสั่งซื้อสินค้าใหม่จากลาซาด้าอีกครับ,Negative
ส***า,ตัวใส่น็อตไม่ตรงกันใสาไม่ได้ค่ะ,Negative
*******479,ช้ามากๆครับ,Negative
ห***.,ห่วยมาก บุบและสีถลอก,Negative
สมาน โ.,สินค้าชำรุดเสียหายหลายจุด แพ็คสินค้าไม่ดีเสียดายเงิน ไม่ซื้ออีกแล้ว,Negative
Nam T.,ชอบค่ะถูกใจ,Negative
อโนชา อ.,ขอให้ดาวเดียวนะครับ เนื่องจาก สั่งกระทะอีก แบบแต่ได้อีกแล้ว ซึ่งราคาก็ไม่เท่ากัน ติดต่อทางร้านทางร้าก็ให้ส่งของกลับ แต่ทางเราก็ต้องเสียค่ากล่อง ค่าส่งอีก การส่งผิดถือว่าไม่ใส่ใจรายละเอียดคำสั่งซื้อ,Negative
ทัตพิชา ร.,สั่ง28ได้32สั่งมารอบนึงแล้วเลยไม่อยากได้32ถ้าไม่มีก็น่าจะบอกเรานะคะ,Negative
สุภิญญา,"ในระบบ คิดค่าจัดส่งกับส่วนลดแล้วราคา99.56
แต่พนักงานส่งมาส่งแจ้งเก็บยอด149 ลองเอาส่วนลดมาบวกก็ยังไม่ไม่ถึง149คะผิดพลาดตรงไหนคะทักไปก็ไม่ตอบ",Negative
Yuwarat,สินค้าดูดี มีคุณภาพ แต่มือจับแยกมา มีน๊อตหมุนมาติดที่ตัวกระทะ มี2รู ต้อง2ตัว แต่ให้มาแค่ตัวเดียว แถมยังสั่น หมุนติดกับเ้ามกระทะไม่ได้ ค่าขายต้องมีความรอบคอบ อยาาสะเพร่า ได้รับของก็ดีใจ แต่ใส่ด้ามไม่ได้ น๊อตก็ให้มาขาด1ตัว ตัวที่ให้ก็สั้นไปยึดติดกับด้ามไม่ได้ ทำให้ลูกค้าตกสวรรค์ รู้สึกแย่มากๆ,Negative
*******715,ได้รับแล้วค่ะกระทะถูกใจคุณยายมากค่ะ ส่งเร็วทันใจค่ะ,Negative
0***8,"ใช้ดีมากค่ะ ใช้ครั้งแรก แผ่นที่เคลือบหลุดออกมาทั้งกระทะ.....
บริเวณข้างในกะทะ  เคลือบมาบาง  ไม่ทนค่ะ  เสียดายเงินค่ะ......",Negative
MisterPost M.,ห่วยมาก ผัดอะไร ก็ติดกระทะ ทิ้งไปแล้ว,Negative
โ***.,คุณภาพของไม่ดี กระทะล่อน แผ่นเคลือบสีดำลอกหลุด,Negative
ยอดหญิง ท.,ได้สินค้ามีตำหนิ กระทะเป็นรอยบุบ,Negative
6***5,สั่ง28ซม. ได้33ซม.,Negative
kanoklada B.,หูกระทะต้องใส่น็อตเองแต่เจาะรูมาให้ไม่ตรงกันด้ามจับกับตัวดูต้องมาเจาะเองกว่าจะใส่หนูกระทะได้เสียเวลาเกือบชั่วโมง,Negative
Tplinkk A.,กระทะใช้ดีมากค่ะพอใจมาก,Negative
J***.,กะทะบุบ. แพ็คมาไม่ดี,Negative
Paddies,ด้ามจับไม่มีคะ,Negative
อารยา ต.,ไม่มีด้ามจับ,Negative
Ittipat P.,"สีลอกตั้งแต่ครั้งแรก สีมีกลิ่นไหม้
ไม่เหมาะสำหรับเตาแม่เหล็กไฟฟ่า",Negative
ไกรสร ไ.,ร้านคุณก็ขายดีทำไมต้องมาหลอกประชาชนด้วยชื่อกระทะ2ชิ้นก็จัดส่งให้ชิ้นเดียวเงินก็ส่งให้แชทไปหาก็ไม่คุยด้วยผมว่าร้านคุญหยุดขายได้แล้วมันบาบกโกหกขี้โกงสั่งสองชิ้นเอาให้แค่ชิ้นเดียวเงินก็เอาไป,Negative
*******749,สั่ง2อันได้มา1อันงง,Negative
0***9,ได้แต่ตัวกระทะไม่มีด้าม,Negative
Saffuanah C.,ใช้ดีคุ้มกับราคาที่ได้มากกกกก,Negative
หมู แ.,กะทะบางไปหน่อย เคลือบเทปล่อนบาง ไท่ค่อนโอเค แพ็คสินค้าไม่ดีส่งมาถุงถลอก กระทะมีรอยขูดตรงจอยกระทะ,Negative
Amonrat K.,ัถุงขาด เปิดออกมาไม่มีหูจับจ้า,Negative
lanuluna,ต้องมาประกอบเอง อีก  ส่งของห่วยๆ  ให้ใส่ด้าม ซึ่งทำผิด แบบ มา ขาย ถูกๆ ว่า แล้ว ของถูก ใน ลาซาด้า โคตร ห่วย มากๆ อย่าหลงซื้อ อะไนมาใช้ เลย โดยเฉพาะ ไฟฟ้า เครื่องครัว หาเจอดี ยากมาก,Negative
*******039,ส่งกระทะไป 3 ลูก   ได้มาลูกเดียว  แย่มาก,Negative
ช***.,สินค้ามาบุบหลายจุด การแพ๊ตไม่ดี สินค้าไม่ตรงปก รูปทรงกะทะไม่เหมือนในภาพ สั่ง28เซน แต่ได้32เซนมา แชทหาร้านค้าไม่มีการตอบรับ.อะไรเลย ไม่มีการแก้ไข  ไม่โอเครไม่แนะนำร้านนี้ค่ะ,Negative
6***8,ได้ของไม่ครบ,Negative
