User,Message,Sentiment
กวาง ก.,ซื้อพัดลมมา 2 อัน อันหนึ่งใช้ได้ อีกอันใช้ไม่ได้ ห่วยมาก,Negative
*******501,เบ็ทไม่เก็บไฟ,Negative
0***4,แย่มากเลยคะ เย็นก็ไม่เย็น ลมก็ไม่แรง,Negative
S***.,"ได้ไม่ตรงปกนะคับ
ลมเบากว่าพัดมืออีกคับ
ปุ่มก็ไม่มี มีสติกเกอร์ติดทับ
ตอนนี้ลงถังขยะไปเรียบร้อย
ไปดูร้านอื่นละกันนะครับ
ให้ติดลบดาวคับ",Negative
8***5,ของชำรุดที่เสียบชาร์จ  เสียบชาร์จไม่ได้ เปลี่ยนสินค้าให้ได้มั้ยคะ เสียความรู้สึกคะ,Negative
วีรเทพ พ.,ไม่ได้มีความเเรงเลย  กากมาก ระดับความเเรก เหมือนเอาปากเป่า,Negative
0***7,ลมก็แรงดีอยู่ค่ะ เอาใว้ใช้แก้ขัดได้,Negative
0***7,"ขนส่งสินค้าบริการดีมากค่ะ
เดียวทดลองใช้ก่อนจะมารีวิวอีกที",Negative
สายใจ อ.,ใช้ไม่ถึงอาทิตย์พังแล้วค่ะ,Negative
อุทัยวรรณ บ.,ไม่ค่อยเย็นใช้แป๊ปเดี๋ยวก็หมด,Negative
Jasterly S.,รูปร่างสวย​ แต่ใช้งานไม่ได้​  หมุน​ไม่ถึงนาทีดับ​  ชาร์ท3ชั่วโมงก็เหมือนเดิม​   แย่,Negative
*******139,เยี่ยมมากครับ,Negative
ชยุตม์ ม.,ใช่ไม่ใด้คับเปิดไม่ติดเปลี่ยนสินค้าใด้ไม่คับ,Negative
8***4,สั่งของมาร้านนี้ไม่ดีค่ะส่งของมาใช่ไม่ได้เลยก่อนส่งกรุณาตรวจสอบหน่อยจะได้ไหมเสียความรู้สึก,Negative
*******389,ไม่มีความแรง,Negative
สุจริต พ.,ชาร์ตเต็มเร็ว แจ่เปิดไม่ถึงขั่วโมงแบตก็หมดแล้ว ลมไม่แรงด้วน,Negative
W***.,ชาร์จไฟแป้บเดียวขึ้นไฟเขียว ลมอ่อนมากแม้จะระดับ 3 เปิดใช้ได้ไม่ถึง 15 นาทีก็ดับแล้ว น่าจะเป็นการชาร์จไฟไม่เข้า คุณภาพไม่ได้มาตรฐาน ถึงราคาจะถูกแต่ใช้งานไม่ได้ก็ไม่มีประโยชน์ค่ะ,Negative
ชื่อ ก.,พีดลมมีรอยชำรุดมีเสียงเวลาเปิด,Negative
Nipa B.,"มันเสีย
ได้มาลองนะ..ดีด้วย
จะใช้ในรถตอนร้อน..เปิดไม่ออก
สรุปไม่ได้ใช้เลยพังล่ะ",Negative
Nuntikan P.,เหมือนแบตเสื่อมชาต5ชมเปิดได้30นาทีหมด,Negative
0***7,"ไม่ความแรงเลย
เสียดายตัง",Negative
ธนาทิพย์ โ.,ดีมากๆค่ะ,Negative
ธีรยุทธ โ.,ตามราคา,Negative
Yoshi L.,ได้รับสินค้าแล้วครับ...แกะกล่องมาใข้ด...ไม่ค่อยเย็น..พลังลมเบา​มาก...คุผภาพตามราคาครับ...😏😏😏,Negative
