User,Message,Sentiment
สมจิตร ภ.,สวยใส่สบายมากค่ะ,Negative
ม***.,ผ้าเป็นขุยใช้ไม่ได้อย่าซื้อเด็ดขาด,Negative
จินตนา ท.,เป็นลดเร็วมากแปปเดียวเอง,Negative
พ***.,วัสดุซองส่งก้อขาดเหมือนฉีกมาก่อนเลยเหี้ยมาก ขนาดทำไหมไม่บอกว่ากางเกงเด็ก ขายของเหี้ยๆๆไม่แปลกใจทำไหมคนถึงบ่นว่าของไม่ตรงปก ส่งเบอร์ส่งไซร้เอสมา มึงอ่านหนังสือไม่ออกหรอไอ้ควย การออกแบบคุณภาพต่ำ,Negative
เอ๋ ว.,ตกลงเป็นกางเกงเด็กไหรือไงส่งไซส์อะไรมาให้เล็กน่าดูอย่างกับกางเกงเด็ก ขวบเลย,Negative
ก้อแอมงัย จ.,วัสดุสั่งสีนึ่งได้สีนึง ขนาดไม่ตรงตามที่สั่ง,Negative
a***a,สั่งกางเกงไป ตัวแต่ทางร้านส่งมาให้แค่ ตัว ทักไปถามไม่มีการรับผิดชอบใดๆ แถมบล็อกแชทเราอีก เสียความรู้สึกมาก ทั้งที่สั่งมาตลอด สั่งมาหลายครั้งแล้วไม่คิดว่าจะเจอเหตุการณ์แบบนี้,Negative
ราเชน ไ.,เขย่าเท่าไรก็ไม่เกิดฟองห่วยมากครับ,Negative
8***3,วัสดุ ขนาด การออกแบบ,Negative
0***9,สั่งวันที่ ได้วันที่ รวม วัน สินค้าแพ็คมาดีค่ะ สินค้าดีมีคุณภาพค่ะ สินค้ามาครบตามจำนวนที่สั่งค่ะ สินค้าตรงปกไม่จกตาค่ะ ไว้สั่งใหม่ค่ะ รีวิวให้ดาวค่ะ,Negative
0***7,ของไม่ตรงปก เนื้อผ้ายืด ไม่ใช่ยีนส์ เสียความรู้สึกสุดๆ,Negative
อดุลย์. ท.,ไม่ดี,Negative
อรณี​ แ.,ขนาดไม่สมส่วนเอวใหญ่สะโพกเล็กมาก,Negative
0***2,สั่งไป แต่ได้มา สั่งสีน้ำเงิน ตัว สีดำ แต่ได้แค่สีละตัว ผ้าบาง มอง เห็น ทะลุ ต้องใส่กางเกงซับใน ถึงจะไม่โป๊,Negative
สุทัศน์​,สินค้าไม่ผ่านฝาแตก,Negative
Mai P.,สินค้าสวยแต่มีตำหนิไม่แน่ใจว่าเกิดจากขนส่งรึที่ร้านแนะนำให้ใส่กล่องดีกว่าใส่ถุงค่ะสินค้าเสียหายลูกค้าเสียความรู้สึก,Negative
0***4,ใสสบาย,Negative
*******155,ได้ของไม่ครบ,Negative
บริษัท ม.,เสื้อไม่ตรงไซส์ สั่งเล็กได้ใหญ่ สั่งใหญ่ได้เล็ก สีขาวผ้าบางสมราคา ไม่รู้จะให้เผื่อไซส์ทำไม เพราะแต่ละสี ขนาดไม่เท่ากัน ทั้งดำ ขาว น้ำเงิน ที่สั่งมา ไม่สามารถเปลี่ยนได้ แม้คุณจะออกค่าขนส่งเองก็ตาม แพคของมาใส่ถุงบางแตก เสื้อโผล่ออกมาจากขนส่ง,Negative
กุญช์ฐาน์ อ.,แกะออกมาแตกเซ็ง,Negative
nirut,ไม่มีหัวฉีดแถมมาให้ ใช้งานไม่ได้,Negative
ภัทริณี พ.,สั่งของอย่าง ส่บมาหนึ่งอย่าง เก็บเงิรเต็ม กดยกเบิกแล้วก็ยังส่งมาให้ ส่งไม่ครบด้วยไม่ได้กางเกงช้างตัวนี้ ถามไปก็ไม่มีพนักงานตอบมีแต่อัตโนมัติ ตอบอะไรก็ไม่ได้ ส่งกางเกงช้างมาให้ด้วย ให้ไม่ส่งมาจะทำบุญให้ ของให้ร้านเจริญรุ่งเรืองกับการส่งของให้ลูกค้าไม่ครบนะค่ะ ส่งช้าเกินกำหนด ยกเลิกในระบบแช้วยังส่งมา ไม่ประทับใจ ไม่แนะนะ เบอร์ติดต่อก็ไม่มี ไม่มีของคืน,Negative
วริทธิ์ธร ไ.,สั่งกางเกงไป ตัว บาท ค่าจัดส่ง ส่วนลด คงจ่ายที่ สรุปสั่งไป ตัวได้แค่ตัวเดียวร้านโครตห่วย กระเป๋ากางเกงก็ขาดทั้งสองข้างแม่งไม่ตรวจสอบสินค้าก่อนส่งเลยโครตแย่ จะสอบถ้ามทางร้านหน่อยว่ากางเกงอีก ตัวที่ขาดไปจะส่งมาให้ไหมครับ แล้วถ้าส่งมาจะมีค่าขนส่งอีกหรือเปล่า หรือส่งมาฟรีๆ แอดมินตอบด้วย,Negative
สมเกียรติ ร.,แน่มาก สั่งมา ใช้ไม่ได้เลย มีแต่ลมออก ผมเคยใช้นะไม่ใช่มือใหม่ใช้ไม่เป็น แบบนี้คายครับอน่าหลงซื้อ แกะเปิดแล้ว เขาก็ไม่รับคืน ออกแต่ลม น้ำหนักโฟมยังอนู่,Negative
ฮ***.,สำหรับเราเนื้อผ้าทั้งการตัดเย็บไม่โอเคสำหรับเราแต่ถามว่าสมราคามั้ยก้สมราคาแต่เเค่เราไม่โอเคกะเนื้อผ้า,Negative
8***5,ตรงปก ราคาไม่แพง ส่งไว,Negative
9***2,กางเกงใส่ได้พอดี,Negative
8***5,ตรงปก ราคาไม่แพง ส่งไว,Negative
อชิรญา ด.,ตัวเล็กมากๆๆๆๆ ผ้ามีกลินแปลกๆ,Negative
นิภารัตน์ ส.,สั่งสีน้ำเงินได้สีเขียว,Negative
สมศักดิ์ เ.,ซอยติด กระเป๋าขาดชำรุดใช้ไม่ได้ คุณภาพตัดเย็บไม่ดีเลยครับ,Negative
0***9,ส่งเร็วแต่สั่งสีดำสีเทาได้สีเทามาทั้งตัวไม่โอเค,Negative
พัฒธรวัฒน์,ใช้จนหมดขวดก็ไท่ขาวไม่ขาวๆๆๆๆๆๆๆๆไๆไฟไไๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆเสียแาวเง นนน,Negative
Kanchanaa T.,ซื้อมาใช้ไม่ได้เลยค่ะคู่มือก็ไม่มีให้เหมือนเสียเงินฟรี,Negative
Narumol E.,เป็นขุยลุ่ย,Negative
ฤทัย น.,ส่งแต่ตัวกระทะแต่ไม่มีด้าม สอบถามร้าน ไม่ตอบกลับแย่,Negative
น***.,สั่งสีเข้มได้สีอ่อนค่ะ ขอบคุณค่ะ,Negative
ว***.,เนื้อผ้าดีมากสั่งหลายรอบแล้ว,Negative
วรากร อ.,แย่มากๆ เนื้อผ้าบางมาก,Negative
ป***.,วัสดุ ขวดพลาสติก สินค้าตรงปกค่ะ ลองใช้แล้ว ก็สะอาดดีค่ะ แต่ต้องออกแรงขัดนะคะ จัดส่งรวดเร็วดีค่ะแพ็คของเรียบร้อยโดยรวมถือว่าโอเคค่ะราคาใช้ได้,Negative
s***.,เมือนได้ของมือสอง,Negative
อ.สุรศักดิ์ ส.,ส่งรวดเร็วดีมากตัวใหญ่ดีอะไรก็ดูดีแต่ใส่ครั้งเดียวซิปแตกซะแล้วลายเริ่มลบเลือนไม่กล้าซักกลัวลายหายหมด,Negative
วิยะดา ค.,ผ้าพอได้ แต่ด้านใน ตัวผ้าของกระเป๋าตัดเย็นไม่ดีด้ายรุงรังซักแล้วขาดหลุดลุ่ย,Negative
Ho P.,เล็ก,Negative
T***g,ตอนแรกลังเลไม่มีใครคอมเม้นเลย ลองสั่งดูสั่งมา ขวดเพราะว่ารองเท้าที่บ้านมีเยอะ ทุกคู่มอมแมมเปื้อนหมดเผื่อว่าไม่พอ ที่ไหนได้ใช้ขวดเดียวยังเหลือๆ การจัดส่งของร้านค้ารวดเร็วครั้งหน้าได้อุดหนุนใหม่อีกแน่นอนขอบคุณสำหรับสินค้าดีๆ,Negative
อนุชิต อ.,ตัวเล็กกว่าที่คิดเยอะเลย กางเกงเด็กชัดๆ เนื้อผ้าก็ผ้าร่มบางๆ เทียบกับราคานี้ก็คงได้คุณภาพแบบนี้แหละ,Negative
kittidet,เย็บมาไม่ดีเลยหลุดรุ่ย,Negative
8***5,ส่งมาด้ามก็ไม่ใส่มาให้,Negative
บัวรัก ย.,ส่งผิดไซร์,Negative
นิด' ห.,ไมค์ใช้ม่ได้,Negative
Wiwat A.,ไม่ตรงปก,Negative
0***5,ขนาดไม่ตรงกับที่สั่ง,Negative
สุวัฒน์ เ.,เชือกเส้นเล็กห่วยแตก เชือกมัดพัสดุดูดีกว่าเยอะ,Negative
สี เ.,สั่งรอบนี้เนื้อผ้าไม่ดีเหมือนรอบที่แล้วเลย,Negative
N***.,พังง่ายมากก็เลย ใช้อยู่ดีๆ เสียงก็หาย คุณภาพตามราคา,Negative
A***d,เสื้อบาง สั่งตัว คือเนื้อผ้าไม่ใช่ผ้ายืด,Negative
นงลักษณ์ ล.,ตัวเล็ก ขาลอย เข็ดแหละ ฟรีไซส์ผู้ใหญ่นะไม่ใช่ฟรีไซส์เด็ก,Negative
narongchai A.,ตัวเล็กมาก,Negative
ส***.,ผ้าบางไปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปปป,Negative
Ps.P.,ได้ มาในราคา ตัวละ บาท ตอนแรกไม่ได้หวัง ว่า จะดี หรือ ผ้านุ่ม แต่พอได้ คือ คุ้มค่ากับราคามากๆ รู้สึกปลื้มมาก ที่ได้ของ เกินราคา ตรงปกด้วย ใส่สบาย,Negative
ศ***.,สั่ง มา ตัว จัดส่งมาตัว เงินก็จ่าย เต็ม ทางร้าน ไม่รับผิดชอบอะไรเลย ผิดหวังครับ,Negative
0***7,วัสดุ ขนาด การออกแบบ,Negative
รักจัง,ไม่ได้รับสินค้า,Negative
ก***.,แย่มากๆสั่งสีเข้มแต่ส่งสีอ่อนมาแถมผ้าก้อไม่ดี,Negative
น***ำ,สั่งไซส์นึงได้ไซส์นึงมาร่างคนนะคะจะให้ยืดหดตามขนาดเสื้อรึยังไง,Negative
*******573,ก็ตามราคา เสียงเบามาก เวลาคุยแทบจะไม่ได้ยิน เวลาคุยเสียอารมณ์มาก เอาไมไว้ที่ปากแล้วนะ,Negative
*******308,ไม่ตรงปกอย่างยิ่ง,Negative
ภูดิศ ร.,ผ้าบาง กระเป๋าตื้นและมีรู การตัดเย็บไม่เรียบร้อย,Negative
ณ***.,ไม่เหมือนที่สั่ง,Negative
0***9,สินค้าไม่ตรงปกเลย แย่มากๆ เอากางอีกแบบมาให้ ไม่เหมือนในรูปเลยสักนิด ลอกกันนี่น่า เสียความรู้สึกมาก วัสดุแข็ง ขนาดเล็กกว่าที่สั่ง การออกแบบไม่ได้เรื่อง,Negative
Belly,ส่งสินค้าที่เหมือนจะใช้แล้วมา ไม่ใช่ของใหม่แย่มากๆๆร้านนี้,Negative
บ***.,ได้รับสินค้าไม่ครบกาฃเกงสีนำ้เงินขาดไปตัวครับ,Negative
A***.,สีไม่ตรงปก ฟ้าอ่อนเกินไป อ่อนเเบบอ่อนจริงๆๆๆ,Negative
rch,สั่งสีขาว ได้สีครีม และมีรอยจ้า แต่ไม่เป็นไรจ้า,Negative
Namprik P.,แบบอิหยังวะ บางมากไม่ตรงปก มันคือกางเกงวอร์มธรรมดาๆ ไม่เหมือนในภาพเลย,Negative
Supin P.,ไช้ดีมากคุ้ม,Negative
Suchada P.,ได้รับสินค้าแล้วค่ะแพ็คของมาค่อนข้างดีไม่มีเสียหายขนส่งค่อนข้างดีลองใช้งานดูแล้วโอเคดีค่ะ,Negative
0***9,ขาลอย ตัวกะน้อย,Negative
สมโชค ส.,บาง เหมือนผ้าร่ม,Negative
Jettapol M.,คุณภาพไม่ค่อยดีความหนาแน่นต่ำแข็งตัวช้า,Negative
Chaisuriya J.,แกะมาก็เสียไม่เดินเสียเวลาซื้อถ่านมาใส่หลายรอบของไม่มีคุณภาพ,Negative
ว***.,ส่งของไม่ครบตามสั่งชื้อ แต่เก็บเงินครบ รอจะโอนเงินคืน จนปานนี้ยังไม่คืน ไม่แนำนำเลยคะ ไม่รับผิดชอบลูกค้า แย่มาก,Negative
0***9,เนื้อผ้าบางมาก,Negative
S***.,ส่งสินค้าไม่ครบสั่งสามได้หนึ่ง เสียความรู้สึก ทักไปหาร้านแต่ไห้แอดไลน์เสียเวลาค่ะ,Negative
0***5,ได้รับสินค้าแล้วส่งไวค่ะ เคยซื้อแบรนด์นี้มาจะเป็นผ้าหนาๆกว่านี้ค่ะ แต่รุ่นนี้ เป็นแบบบางเป็นคนละแบบแต่ก็ ดีนะคะซักง่าย,Negative
Thapakorn K.,ตรงปกมากเสื้อบางดีชอบค่ะ,Negative
Khanreun C.,เสื้อสวยมากค่ะผ้านิ่มๆยืดเยอะมากกกก,Negative
ณัฐวรรณ,แบตหมดโคตรเร็วยังชาร์ไม่ได้รอบเลยแบตในเพาเวอร์แบงร์ก็หมดละ,Negative
N***.,มีตำหนิหลายจุดเลย ก่อนส่งของไม่ได้เช็คเหรอว่ามีตำหนิ ใส่ห่อกระดาษบางๆมาให้ มีกันกระแทกแค่ชั้นเดียวซึ่งไม่สามารถกันอะไรได้เลย,Negative
Santi,เบามาก ลมแทบไม่มีแรง,Negative
Kiattisak W.,ทั้ง ตัวเนื้อผ้าไม่เหมือนกันเลย ผ้าร่มกากมาก ราคานี้แถวบ้านยังดีกว่าครับ แนะนำอย่าซื้อ,Negative
จำเรียง เ.,การออกแบบไม่สวยเลย,Negative
8***8,่แย่มากเสียดายตังไม่เหมือนในรูปเหมือนกางใส่นอนแย่,Negative
พัชราภรณ์ ช.,สินค้าไม่ค่อยได้มาตรฐาน การหมุนเข็มของนาฬิกามีปัญหามากๆ ไม่แน่ใจว่ามีการผลิตที่ไม่ดีจากโรงงานหรือการขนส่งที่ทำให้พัสดุมีบางส่วนเสียหาย,Negative
n***e,กางเกงราคาไม่แพง คุณภาพเหมาะสมกับราคา มีเชือกรูดให้ ออกแนวผ้าร่ม,Negative
สิทธิพงศ์ ป.,ใส่สบาย ยสงยืดอ่อนไปหน่อยคับ,Negative
สถาพร ต.,ไม่มีด้ามจับให้เลยค่ะแย่จังจะใช้ยังไง,Negative
หวาน ห.,ไม่ค่อยโอเดเท่าไร่,Negative
kaofang,เเย่ที่สุด,Negative
*******105,รุ่นอื่นสั่งมาแฟนใส่ได้ค่ะ แต่รุ่นมาตัวเล็ก,Negative
อภิชาติ ย.,ส่งกระทะบุบมาให้ผมทำไม่คร๊าบตั้งแต่ซื้อกับลาซาด้ามาหลายครั้งมาก เพิ่งเจอครับแต่ไม่เปนไรใช้ได้ยุแต่เสียความฮู้สึกฮ้วย,Negative
ว***.,เนื้อผ้าดีมากสั่งหลายรอบแล้ว,Negative
ธีทัต,ขาดง่ายดี,Negative
nitas,ตัวเล็ก ผ้าบางมาก,Negative
สุทชัย ค.,ส่งคนละสีมา,Negative
ก***.,ส่งสินค้าไม่ครบสั่ง หลอด ส่งให้ แล้ว ติดต่อไปไม่ตอบและแก้ไข บริการไม่ดีไม่รับผิดชอบ ใครสั่งของร้านนี้พิจารณาให้ดีนะครับ ผมขออนุญาติแชร์ไปยังกลุ่มช่างของผมหน่อยนะครับ,Negative
Praew S.,สั่งมาครั้งแรกก็รู้สึกผิดหวัง แก้วน้ำมีรอยบุบ แพคของมาไม่เรียบร้อย คาดการวันส่งของผิด การขนส่งล่าช้า,Negative
สมพร ล.,เปิดห่อมาตกใจจะซักเครื่องได้มั้ย,Negative
8***5,ตรงปก ราคาไม่แพง ส่งไว,Negative
อเนก ม.,ขาดเองหรือแกะดู,Negative
Judge,วัสดุเย่ ขนาดเล็ก การออกแบบแย่,Negative
Sawai S.,ในรูปที่สั่งอีกอย่าง ส่งมาอีกอย่าง อย่าเจ้ามาร้านนี้นะครับ โกง,Negative
0***2,เล็กมาก ใส่ไม่ได้เลย,Negative
faduwa A.,ต้องการคืนสินค้า แล้วขอเงินคืน เพราะมันดับ,Negative
น.ส.เพชร,หวยแตก,Negative
ณัฐทวรรณ '.,น่าผิดหวัง สิ่งที่ต้องการสั่งกับสิ่งที่ต้องการส่งนั้นแตกต่างกัน ไม่สุภาพกับผู้ซื้อ ฉันต้องการส่ง มันน่าผิดหวัง,Negative
นายธงชัย บ.,ตัวเล็กเกินไปแถมผ้าบางด้วยครับ,Negative
Gamegod M.,หมื่นเเอมหรือพันเเอมใช้เเค่นาทีก็หมดละ คุณภาพโครตเเย่,Negative
⚡️Pom⚡️,ผ้าไม่หน้ามาก ผ้าเช็ดตัวแล้วเป็นขน ผิดหวังนิดนึงคับ,Negative
อัญชลี,เล็กเกินไป ควรเผื่อไซร์,Negative
Jiratthakarn,หักคะแนนเพราะส่งผิดสี,Negative
พันทวี พ.,ได้ของไม่ครบตามจำนวนที่สั่ง,Negative
อ***์,ขาดจ้าาาา กระเป๋าขวาด้านใน ใส่ของไปแล้วของหาย พอกลับด้านดู มันไม่ได้ถูกเย็บไว้ มิน่าล่ะ ของจึงหล่นหาย,Negative
?????? ?.,ไม่เก็บความเย็นเลย น้ำซึมด้วย,Negative
Nui,แย่มาก,Negative
0***9,แย่มากไดไม่ตรงตามที่สั่ง,Negative
ณ***.,สั่ง ตัววัน ไซค์แต่ขนาดไม่เท่ากัน ตัวดำเล็กมาก ตัวสีกลมกลางๆ แต่เนื้อผ้าดี พอรับได้อยู่,Negative
amornrid,พอใช้ได้ตามราคา,Negative
Kirakoko,ได้ของเร็วครับ ใช้ดีมากครับ แต่ข้างเดียวดังข้างซ้ายข้างเดียว แจ่มๆ ครับ,Negative
*******553,ขนาดไม่ได้มาตราฐาน เย็บไม่ดี,Negative
คุณเพชรรัตน์ ศ.,เข็มวินาทีหลุด,Negative
ฑณีพร,ขนส่งรอไม่นาน การบริการจากขนส่งดี ดีแค่คนส่งของนอกนั้นห่วยแตก สั่งสีขาวนะคะ สีขาว ไม่ได้อ่านออเดอร์หรอคะ,Negative
kewalin B.,สั่งไป ข้างหน้าก็ แต่ทำไมของมาแค่ ค่ะ ไม่นับของก่อนแพ็คหรือไง,Negative
ปฏิกรณ์ เ.,ใส่เองไม่ได้,Negative
Kutha K.,เสียงดังข้างไม่ดังข้าง,Negative
Yuwarat,สินค้าดูดี มีคุณภาพ แต่มือจับแยกมา มีน๊อตหมุนมาติดที่ตัวกระทะ มีรู ต้องตัว แต่ให้มาแค่ตัวเดียว แถมยังสั่น หมุนติดกับเ้ามกระทะไม่ได้ ค่าขายต้องมีความรอบคอบ อยาาสะเพร่า ได้รับของก็ดีใจ แต่ใส่ด้ามไม่ได้ น๊อตก็ให้มาขาดตัว ตัวที่ให้ก็สั้นไปยึดติดกับด้ามไม่ได้ ทำให้ลูกค้าตกสวรรค์ รู้สึกแย่มากๆ,Negative
น***.,ได้รับของแต่ไม่มีหลอดฉีดมาให้ ติดต่อร้านไปให้ส่งหลอดฉีดมาให้ ร้านรับทราบ แต่รอแล้วรออีกก็ไม่ส่งมาให้,Negative
*******001,ขนาดเล็กมากเหมือนมาคนล่ะไซส์,Negative
โ***.,คุณภาพของไม่ดี กระทะล่อน แผ่นเคลือบสีดำลอกหลุด,Negative
นภัสวรรณ บ.,ผ้าแย่มาก,Negative
นารารัตน์ ด.,ใต้กระป๋องมันหมดอายุแล้ว,Negative
O***a,เนื้อผ้าไม่สวย,Negative
ว***.,ไม่แตกต่างเลย รองเท้าคู่นึงฟอกไปสองรอบไม่เห็นผลเลย สั่งมา มากระป๋อง รองเท้าวัสดุทั้งหนังทั้งผ้า,Negative
ลัดดาวรรณ ส.,หัวฉีดไม่มีจะฉีดยังไงงงงงง,Negative
Thapsungwan M.,สินค้าไม่เหมือนในรูป,Negative
n***n,ของมาถึงฝาหักเลยไม่ดีเลยไม่ชอบ,Negative
ปวีณา ย.,ห่วยมาก ได้ยินข้างเดียว,Negative
วรรณนภา ส.,ไม่แนะนำค่ะ ขนเยอะมากซักเท่าไหร่ก็ไม่หมด ยิ่งใช้ยิ่งฝุ่น เอามาใช้กับที่พัก ขนปลิวเต็มห้องทำห้องสกปรกมากค่ะ เอาไปซักกับเสื้อผ้าอื่นคือพัง ขนติดหมดข,Negative
Chani P.,ทิ้งไว้หลังรถก็ยังแย่,Negative
Chinjung J.,ดีๆๆชอบบๆๆๆๆส่งเร็วดีค่ะดีๆๆชอบบๆๆๆๆส่งเร็วดีค่ะดีๆๆชอบบๆๆๆๆส่งเร็วดีค่ะ,Negative
Chai U.,ใส่ได้ครั้งเดียวเป้าแตก เสียความรู้สึกมากสิ้นค้าไม่มีคุณภาพมากสั่งมาเสียด้ายเงินเลย ร้านนี่อย่าสั่งเลยครับ,Negative
Narong,สั้นวัดจากเอวถึงปลายขายาวแค่ แต่บอกสินค้ายาว,Negative
chanokkamol,ได้แต่ใบกระทะมา ด้ามจับก็ไม่ให้มา แล้วจะสั่งทำไมค่ะแบบนี้ ทักหาทางร้านก้ทักไม่ได้ แย่มากกกกกขอบคุณค่ะ,Negative
สิริ ข.,ส่งมาได้กางเกงขาดเอาของชำรุดมาขายอดยากขนาดนี้เหรอ,Negative
0***7,ไม่ความแรงเลย เสียดายตัง,Negative
อนันต์ ป.,พอใช้ทรงไม่ถูกใจ,Negative
วิไล อ.,เล็กเกินไป,Negative
นู๊เกมส์,สั่งอีกสี ได้อีกสี,Negative
wut C.,สั่งผืน ได้สีไม่ตรง,Negative
chatchai P.,ผ้าเป็นขนเช็ดตัวขนติดเต็มเลยไม่ดี,Negative
thanaton W.,ไม่ใช่ตราเพชรของแท้ ส่งมาเป็นชิ้นไม่มีความสมบูรณ์สวยงามเลย ต้องมาประกอบเอง อีกทั้งด้ามจับยังเป็นรอยแตกอีกด้วย ต่างกับอีกร้านที่ส่งมาอย่างสวยงาม,Negative
เอกชัย ห.,ซักครั้งแรก ขุยผ้าออกมาเยอะมาก ติดเสื้อตัวอื่นที่ซักในถังเดียวกันเพียบ เอามาเช็ดตัว ไม่ค่อยซับน้ำ เช็ดตัวก็มีขุยติดตามตัว ไม่แนะนำครับ,Negative
*******300,ร้านนี้แข็งมาก ไม่นุ่มครับ หน้าม้าทั้งนั้นที่บอกว่านุ่ม,Negative
****0,เนื้อผ้าบางมากดูในรูปคิดว่าจะหนา,Negative
ศศิธร ด.,นึกว่ากางเกงเด็กค่ะ ห่วยแตก,Negative
เอื้ออังกูร จ.,ไม่มีด้ามจับ,Negative
Thapakorn K.,ตรงปกมากเสื้อบางดีชอบค่ะ,Negative
ลมเปลี่ยนทิศ แ.,ผ้ไม่ดีเลยไม่เคร,Negative
เสริมศักดิ์ พ.,ส่งสินค้ามีกระกระแทกมาให้ ไม่ใช่กระแทกจากการส่งนะ,Negative
0***6,ทำไมไม่มีหัวฉีดมาให้แล้วผมจะใช้ยังไง ส่งตามมาจะแก้ให้,Negative
P***.,ไม่ตรงปก สีไม่ตรง เนื้อผ้าบาง,Negative
Chinjung J.,ดีๆๆชอบบๆๆๆๆส่งเร็วดีค่ะดีๆๆชอบบๆๆๆๆส่งเร็วดีค่ะดีๆๆชอบบๆๆๆๆส่งเร็วดีค่ะ,Negative
Aris1975,ผ้าไม่ใช่ผ้าสปัน เป็นผ้าหนังไก่ แย่มากๆ สินค้าไม่ตรงโฆษณา,Negative
อุทัยวรรณ บ.,ไม่ค่อยเย็นใช้แป๊ปเดี๋ยวก็หมด,Negative
N***G,ไม่ใช่ทรงหลวมตามภาพนะคะ มันเป็นทรงเดฟไม่ใช่ทรงกระบอกค่ะ,Negative
ถิรวิทย์ พ.,ใส่ไม่ได่เลยเล็กมากก ขนาดเล็ก,Negative
ม***.,นาฬิกา เดินๆหยุดๆ ตอนนี้ พังไปแล้ว,Negative
ร***.,สั่งสีดำตัว สีน้ำเงินตัว แต่ส่งสีดำมาหมดเลย ถ้าต้องการสีดำตัวก็คงไม่สั่งสีน้ำเงินตัวหรอก คือคิดจะส่งอะไรมาก็ได้ว่างั้น คุณภาพสินค้าตามราคารับได้แต่ที่ไม่ชอบคือการส่งสินค้าไม่ตรงตามที่สั่ง,Negative
n***e,คุณภาพของสินค้าดีมาก บริการจากผู้ขายดีมาก ความรวดเร็วในการจัดส่งดีมาก ผู้ให้บริการขนส่งดีมาก ดีมากๆ,Negative
เพ็ญศรี ก.,ไม่ดีเท่าไร,Negative
k***k,ฟังไม่ได้ข้างหนึ่ง,Negative
sakul2208,ได้รับแล้ววันนี้ เนื้อผ้าดีคุ้มราคามากๆยิ่งได้ส่วนลดจากลาซาด้ายิ่งถูกมาก ซื้อครั้งที่สองแล้ว,Negative
Palita T.,บางมากๆๆๆๆ,Negative
narongchai A.,ตัวเล็กมาก,Negative
บ***.,ได้รับสินค้าไม่ครบกาฃเกงสีนำ้เงินขาดไปตัวครับ,Negative
