User,Message,Sentiment
8***2,แพ็คสินค้าควรใส่กล่องด้วยนะคะก้นกะทะมีรอยขูดลึก,Neutrally
ณฤดี ธ.,ขนส่งดีของไม่บุบ,Neutrally
อรอุมา ค.,"ใบใหญ่ดีนะคะ เสียที่การแพคการจัดส่งทำให้กะทะมีรอบบุบ
ทางร้านต้องทำการแพคสินค้าให้ดีกว่านี้",Neutrally
0***1,รับแล้ว สั่ง 28กับ 32 อย่างละใบ กลับส่ง32มาให้ทั้ง2ใบ เพราะจำเป็นต้องใช้งานตามขนาดที่สั่ง อุตส่าทำที่จัดเก็บวั้ยตามขนาดที่สั่งแล้ว ความหวังดี ประสงค์ร้ายนะแบบนี้ ไม่ชอบเลย เอาอะไรมาคิด,Neutrally
M***.,ให้น็อตมาไม่ครบ,Neutrally
เกรียง เ.,ไม่มีน็อต  แถมมาให้รึครับตรงด้ามจับ,Neutrally
n***e,ได้รับสินค้าแล้วลองใช้แล้วคุณภาพพอใช้ได้ ราคาไม่แพง น้ำหนักเบา ร้อนเร็ว ทำอาหารต้องระวัง,Neutrally
ว***.,กระทะมีรอยบุบ,Neutrally
เนตรภิรมย์ พ.,ได้รับสินค้าแล้วค่ะ ไม่ห่อกันกระแทกให้เลยกะทะบุบเล็กน้อยไม่พอใจเลยแต่ก้อเอาเถอะไม่อยากเรื่องมาก กะทะใบใหญ่ดีชอบตรงนี้แหละ,Neutrally
จิราพร​ ส.,น่าจะเป็นสินค้ามีตำหนิค่ะ  มีรอยบุบ และรอยสีถลอกจางๆ ทั้งด้านในและด้านนอก ราคาเลยถูก หรือไม่ก็เกี่ยวกับขนส่ง โดยรวมๆเมื่อเทียบกับราคาถือว่าใช้ได้ค่ะ ยังไม่ได้ลองใช้เลยค่ะ,Neutrally
0***8,ของมาไม่ตรงกับรูป..เลยค่ะ ด้ามจับ/ก้นกระทะม่เหมือนในรูปเลยค่ะ,Neutrally
paisan M.,ห่อมาเฉยไม่กล่องดีที่ไม่มีรอยบุบครับ,Neutrally
Amporn,สินค้าไม่มีปัญหาแต่ที่มีคือความไม่ซื่อตรงเรื่องการเก็บเงินปลายทางพอดีไม่อยู่บ้านราคาทั้งหมด87.30บเตรียมไว้พอดีคือ87.50บ.แต่มาเก็บ88บ.ขอตำหนิเรื่อนี้,Neutrally
Uthai J.,ของมาไว การใช้งานต้องดูก่อน,Neutrally
อาทิตยา ม.,ห่อของมาไม่ดีเลย ของมาถึงถุงแตกหมด ไม่มีกล่อง,Neutrally
นางสายชล น.,ก้อใช้งานได้คะแต่ข้างกลังกะทะถลอกแล้ว,Neutrally
Loedlak S.,กระทะใบใหญ่ดี..น่าใช้แต่มีรอยบุบที่ก้นกระทะ,Neutrally
วันทนีย์ ส.,ยังไม่ได้ลองใช้ แต่มีรอยบุบ 3 จุด,Neutrally
พเยาว์ เ.,กะทะบุบด้วยเซ็งเลย,Neutrally
K***.,ทอดไข่ยังติดกะทะยุ,Neutrally
*******385,แย่มากเลยครับ,Neutrally
katanyuta J.,ใชได้ดีครับ,Neutrally
ร***.,กระทะใบใหญ่ดี มีรอยบุบนิดหน่อย รอยเหมือนๆรูปในรีวิวอื่นๆ ไม่รู้เพราะการขนส่งหรือสินค้าเป็นแบบนี้ทุกใบ แพ็คสินค้าส่งด้วยถุง ง่ายต่อการโดนกระแทก,Neutrally
9***7,บางมากกกกก อาหารในกระทะ ไหม้เลยค่ะ,Neutrally
Lekmini K.,พอใช้ได้ตามราคา,Neutrally
Nareewaenthong,"อยากให้ทางร้านส่งด้ามจับกระทะมาให้ด้วยค่ะ
สั่งหลายรอบแล้ว แต่รอบนี้ผิดหวังเพราะลืมใส่ด้ามจับมาให้
ช่วยส่งตามมานะคะ",Neutrally
แอ้ม เ.,สั่งมาของส่งที่ใหนก้ไม่รู้ค่ะ,Neutrally
8***1,โอเคดีต่ะ,Neutrally
6***7,บางมากค่ะ,Neutrally
แดนนี่ ห.,ดีแต่ด้ามจับสั้นไปหน่อย,Neutrally
*******493,แพ็กแบบไม่มีกล่องบุบมาุงขาด,Neutrally
0***4,สั่งกะทะขนาด28ซม. ได้รับขนาด32ซม  ต้องการใช้ใบเล็กเพราะใบใหญ่มีอยู่แล้ว สั่งสินค้าร้านนี้ผิดหวังมากค่ะ,Neutrally
8***1,แพคของมาไม่ดีเลย กระทะบุบและถลอกเสียหาย,Neutrally
Tik M.,ใช้ครั้งเดียวกับเตาไฟฟ้า กระทะด้านนอกสีลอกเลย,Neutrally
