User,Message,Sentiment
วุฒิ ค.,"รอบนี้ส่งของมาให้ไม่ครบเลยครับ ขาดฝา1อันและไม่มีกล่องใส่4อัน แต่ทางร้านก็ส่งฝาตามหลังมาให้แต่ก็ไม่มีกล่องตามมานะ
(สั่งรอบแรกมีกล่องมาให้ทุกใบนะ ไม่มีปัญหา แต่รอบนี้มีกล่องแค่2กล่องขาด4กล่อง)
จึงรีวิวให้ได้3ครับ",Neutrally
นิสารัตน์ น.,ส่งมาผิดสีค่ะ,Neutrally
บรรยายตามที่เห็น,"ทางร้านใส่ถุงดำส่งมา แก้วแพนด้า นึกว่าจะไม่รอด รวมๆก็ ยังไม่แตกอะไร หรือบุบ
แต่ไม่น่าใส่ถุงดำมาส่ง เพราะว่าขั้นตอนการส่งของขนส่งส่วนใหญ่จะโยนของนะคะ พอดีฉัน เคยผ่านจุดนั้นมาแล้ว ขอให้ทางร้านระมัดระวังการส่งมาก และเซฟของให้ลูกค้า กว่านี้ค่ะ เพราะการกระจายสินค้า เขาจะไม่วางแบบประนีประนอมมากนะคะ",Neutrally
8***1,สั่งสีทองได้สีดำ,Neutrally
s***a,สั่งสีเงินได้สีเขียว ขนส่งดีครับ,Neutrally
เปรมิกา ส.,เปิดมาฝาชำรุดเลย ยังไม่ทันได้ใช้,Neutrally
Malita K.,ไม่ค่อยเก็บความเย็น,Neutrally
น***.,ของที่ส่งมาถือว่าใช้ได้เลยคราบ ใช้งานได้ดี ของใช้ได้ แต่ใช้ได้นานไหมค่อยมาดูกันอีกที่คร้าบ,Neutrally
อ***.,การจัดส่งถือว่ารวดเร็ว แก้วน้ำมีกันกระแทกก้อโอเคร แต่หลอดมาในสภาพดังรูป บุบ แตก ทั้งที่อยู่ในพลาสติกหุ้ม หลอดใช้ไม่ได้ค่ะ,Neutrally
Rumi J.,แก้วไม่เก็บความเยนเลย ไอน้ำเกาะเพียบ,Neutrally
ธนัช เ.,เก็บความเย็นไม่ค่อยอยู่ มีไอน้ำเกาะเกือบทั้งแก้ว เวลาใส่น้ำเย็น,Neutrally
*******533,รูปแบบสวย ใช้งานได้ดี,Neutrally
ธนากร ส.,ฝาหมุนปิดไม่ได้ครับเก็บความเย็นได้นานแต่ฝาคือหมุนปิดไม่สนิทได้,Neutrally
แสงอนันต์ แ.,ไม่เก็บความเย็น,Neutrally
ประทุมวดี ร.,ได้รับสินค้าแล้วแพ็คสินค้าไม่โอเคกล่องบิดเบี้ยว ไม่มีแผ่นกันกระแทก,Neutrally
ทิพวรรณ พ.,ก้นแก้วมีรอยยุบแต่ใช้ง่านได้,Neutrally
Fukfang,สั่งสีขาว ได้สีครีม,Neutrally
พระสมหมาย จ.,สั่งสองได้หนึ่ง,Neutrally
0***6,ข้างในแก้วมีรอยต่อเป็นทางยาวซึ่งรุ่นอื่นเขาไม่มีรอยต่อถือว่าไม่เนียนพอ,Neutrally
****8,สั่งสีขาวได้สีครีม แพคมาไม่ดี,Neutrally
Kungking T.,ฝาแก้วมีรอยแตกมีผลต่อการใช้งานก่อนส่งควรเช็คของให้ดีกว่านี้,Neutrally
พจนีย์ จ.,สวยสมราคาค่ะ,Neutrally
waralee,😁😄😁ดีค่ะ โดยรวม ราคา กับวัสดุที่ได้ สมเหตุ สมผล.,Neutrally
น.ส.ณิชาดา จ.,กล่องข้างในเหมือนแกะมาแล้วมีรอยข้างๆตัวแก้ว,Neutrally
****1,ใช้ดีมากๆค่ะน้ำแข็งอยู่ได้ถึง 24 ชม คะ,Neutrally
Oat O.,เก็บความเย็นได้ไม่ค่อยโอเค ทีน้ำสึม,Neutrally
8***1,บางไปหน่อย ต้องลองใช้ดูก่อน,Neutrally
N***.,สั่งสีขาวแต่ได้สีเหลืองไข่ไก่มาแทน,Neutrally
นิธินันท์ ม.,สมตามราคา,Neutrally
0***9,สั่งซื้อสีขาว แต่ได้สีครีมมาแทน,Neutrally
0***9,ส่งของช้ามาก สินค้ามีรอยกระแทก,Neutrally
0***5,ปิดไม่สนิท,Neutrally
อาฟ,ราคาถูก,Neutrally
