User,Message,Sentiment
P***.,พกพาสะดวก ขนาดพอดี ลมปรับได้ 3 ระดับ โดยรวมโอเคร จัดส่งรวดเร็วกว่าที่คิด ราคาเหมาะสม แต่พอมาใช้จริงชาร์ททั้งคืนเปิดใช้ไม่ถึง20 นาทีแบตหมด งง มาก ขอลดดาวก่อนนะคะ ร้านมาให้คำตอบจะเพิ่มดาวให้ค่ะขอบคุณค่ะ,Neutrally
Petcharat J.,"คุณภาพ: เปิดใช้ได้ไม่ถึง10นาที ก็ ดับแล้ว น่าจะต้องชาร์ทตลอดเวลา ความแรงลมอ่อน ถึงอ๋อนมากๆ
แพ็คของมาค่อนข้างดี
ขนส่งเร็ว",Neutrally
N***n,ไม่ได้ดีมาก ช่องขาร์ทไฟก็เบี้ยๆ ต้องมาปรับเอง ไฟชาร์ทก็ไม่แสดง ของดูไม่ดีเท่าไหร่ป้ายยี่ห้อก็หลุด,Neutrally
mai,ของตรงปกค่ะ แต่พอใช้แล้วลมพัดเบาไปหน่อย,Neutrally
0***7,"ชาร์จไฟแล้วไม่เก็บไฟเลย ชาร์จไว้ตั้งหลายชั่วโมงเปิดได้30วินาที...ดับ
เซ็งมาก เสียดายเงินแม้จะราคาแค่99บาท",Neutrally
*******109,หน้าตาได้ครับแต่ไหนที่บอกว่ามีมีแบทในตัวไม่เห็นมีครับคือต้องใช้เสียบหรือครับ,Neutrally
ได'โน '.,ลมเบามากกกกกกกกกกกกกกกกกกกกกกกกกก​  ใบพัดใหญ่แต่ทำไมลมเบาเวอร์​ แอบเสียใจเห็นเขารีวิวว่าลมแรงแต่ความจริงคือ,Neutrally
*******719,เล็กไปนิด ลมยังไม่ค่อยแรงนัก,Neutrally
9***6,แบตเตอรี่เล็กเกินไปค่ะ,Neutrally
Ampika K.,ควรเพิ่มบริษัทขนส่ง,Neutrally
นที ป.,ลมแรงนะแต่มันไม่เย็นเลย เหมือนมันดูดลมเข้าไปไหมอะ แต่ข้างๆยัวพอมีลมเย็นนะส่วนตัวไม่โอเคร อย่างอื่นดีหมด เสียอย่างดีลมเย็นไท่มี แล้วจะซื้อมาทำไหมเนี่ย การพัดแวดี แต่ๆๆๆๆทำไหมไม่มีเย็นออกมา งงเหมือนกัน,Neutrally
0***1,ตรงปกคครับแต่แรงลมเบาไปหน่อย,Neutrally
Pla T.,สมราคาค่ะแต่แบตชาร์จทนไม่นานก็หมด,Neutrally
คนสุ๋โข่ทัย,เปิดสุดแล้วลมเบาไปหน่อยเมื่อเทียบกับแบรนด์อื่นที่ตัวเท่ากัน,Neutrally
สิริชัย แ.,สินค้าไม่เสียหาย ลมเบามากครับ,Neutrally
ชัยรัตน์ เ.,โปรดแนะนำสิ่งที่เราควรนำไปปรับปรุงไม่ค่อยแรง,Neutrally
กนกวรรณ ธ.,เปิดได้แปปเดียวแบตก็หมดแล้ว,Neutrally
eakachai K.,ซื้อ 2 ตัว ใช้ได้ 1 ตัว,Neutrally
ม***.,ชาร์จจนเต็มใช้ไม่ถึง 30 นาที แบตหมดแล้วววว แต่ขนส่งสินค้าส่งเร็วมาก เพราะตอนซื้อก็ไม่ได้หวังอะไรมาก เลยไม่ได้เสียใจ,Neutrally
S***.,คุณภาพสมราคาครับ,Neutrally
สรชัช เ.,สินค้ามาไม่ค่อยแข็งแรง,Neutrally
ส***า,พัดไม่มีความเย็นเลย,Neutrally
Thid,พัดลมปัญญาอ่อน,Neutrally
Nuntawan K.,แบตหมดเร็วมากค่ะ,Neutrally
Butter F.,ลมเบา เสียงดัง สมราคา,Neutrally
เ***.,ชอบในความใส่ใจและบริการดีของทางร้านมากๆค่ะ มากกว่าร้านอื่นๆที่เคยใช้บริการมา🙏🙏🙏,Neutrally
Karinnita P.,ลมเบามาก ดูแล้วไม่ค่อยแข็งแรง,Neutrally
"805595509,0869106809 ?.",ที่ชาทแบตอยู่ตรงไหนค่ะ,Neutrally
นาย ป.,มาตรฐานดี แต่สั่งสีขาว ได้สีเขียว,Neutrally
0***5,เย็นตามสภาพ ตามราคา,Neutrally
*******591,ไม่มีลมอรงเลยสักนิด ขนาดเบอร์สาม,Neutrally
0***6,ลมไม่แรง แบตชม.เดียว ไม่ซื้อซ้ำแน่,Neutrally
ประโลม ค.,ใช้ได้ไม่นานแบบตหมด,Neutrally
เกรียงชัย ด.,เปิดเระดับ3แล้ว   สุดแล้วแต่ลมเบามากครับ    เสียดายเงิน ไม่คุ้มครับ,Neutrally
*******595,"ใช้งานและเก็บรักษาได้ง่าย, ขนาดกะทัดรัดและพับเก็บได้, สะดวกสำหรับการเดินทาง, การออกแบบที่ดูสวยงามและทันสมัย,",Neutrally
nitat,สินค้าทดลองใช้ไม่ดีเลย  เปิดลมระดับ 3ไม่เย็น คุณภาพไม่ดี  ร้านส่งเร็วดีแต่เสียที่สินค้าด้อยคุณภาพ,Neutrally
Kat,"สะดวกสำหรับการเดินทาง,",Neutrally
เกรียงศักดิ์ ร.,เอาจิงๆนะ.มันใช้ไม่ได้หรอกลมมันไม่แร็ง,Neutrally
petchoo,คุณภาพ ตามราคา,Neutrally
ศุภนิดา บ.,ใช้แล้วพอได้. ไม่ค่อยแรงเท่าไหร่,Neutrally
Phatthara P.,ของก็อบ,Neutrally
****5,รวมๆดี,Neutrally
จ***.,ก็ดี,Neutrally
0***5,ส่งเร็ว แพคสินค้าดีค่ะ👍,Neutrally
พัฒน์พงค์ ส.,ตามราคา,Neutrally
0***9,ใช้ไม่ค่อยดี,Neutrally
