User,Message,Sentiment
*******108,สินค้าดีมากเหมาะสมกับราคาส่งเร๋วดีมากกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกกก,Positive
Bee.,"คุณภาพ:คุณภาพแข็งแรงค่ะ,วัสดุดีค่ะ,ชอบค่ะ",Positive
Pernpit S.,"ขาตั้งกล้องระดับมืออาชีพ, ซองที่ใส่ดูแข็งแรง",Positive
Mandm,"สะดวกสำหรับการเดินทางและการควบคุมระยะไกล, วัสดุโลหะที่แข็งแรงและทนทาน, มาพร้อมรีโมทบลูทูธ,",Positive
K***.,ได้รับสินค้าเรียบร้อยดีๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,Positive
Phai O.,"วัสดุโลหะที่แข็งแรงและทนทาน, ขาตั้งกล้องระดับมืออาชีพ, เพิ่มทักษะการถ่ายภาพของคุณ, สามารถปรับความสูงได้สูงสุดถึง 1.70 เมตร, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง,",Positive
วัชรากร โ.,สินค้าตรงปก แข็งแรง จัดส่งเร็ว,Positive
ไพศาล ป.,"สามารถปรับความสูงได้สูงสุดถึง 1.70 เมตร, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง, การออกแบบที่สวยงามและทันสมัย,",Positive
คำนวลมอดไม้ ง.,ได้รับแล้วครับ,Positive
Panut T.,"ได้รับของมาแล้ว คุณภาพวัสดุถือว่าดีมากเลยทีเดียวเมื่อเทียบกับราคาค่าตัวสองร้อยกว่าบาท (หักส่วนลดแล้ว) มีกระเป๋าเก็บสำหรับสะพายให้ด้วย (ไม่ได้อยู่ในรูป)

แต่ส่วนที่แย่ที่สุดของชุดขาตั้งก็จะเป็นตัวยึดโทรศัพท์ ที่ทั้งวัสดุและงานประกอบดูบอบบางมาก แถมด้วยความที่มันไม่ใช่ขาแบบใช้หมุนสกรูปรับระยะ ทำให้มันค่อนข้างมีปัญหากับการใช้โทรศัพท์ในบางรุ่นมี่มีขนาดจอกว้างกว่ารุ่นทั่ว ๆ ไป (พวกเครื่องจอ 7 นิ้วขึ้นไปจะเจอปัญหานี้)

แต่ในภาพรวมถือว่าดีมากคุ้มค่ากับราคามากครับ",Positive
ส***.,สินค้าสภาพดีสมบูรณ์ไม่ชำรุดเสียหายสวยงามแข็งแรงตรงตามที่ได้โพสไว้ไม่จกตา ส่งเร็วแพ็คมาอย่างดีถูกต้องตรงรุ่นที่สั่ง,Positive
อำพวัน​ เ.,"ฟังก์ชั่น:ดี
 คุณภาพ:ดี
 วัสดุ:ดี",Positive
T***.,สินค้าแพ็คมาดีขนส่งเร็วคุณภาพสินค้าสวยดีๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ,Positive
0***8,ได้รับแล้วครับ,Positive
Surachai P.,"ฟังก์ชั่น:ดี
 คุณภาพ:ดี
 วัสดุ:ดี",Positive
อรรถพล จ.,ได้รับสินค้าแล้วครับจัดส่งรวดเร็วแพ็คเกจมาดีไม่ชำรุดคุณภาพดีมากครับราคาถูก แนะนำครับผม,Positive
0***4,คุณภาพ:  แจ่ม,Positive
0983974668miy,ได้รับของแล้วค่ะ,Positive
C***.,คุ้มอยู่เมื่อเทียบกับราคา,Positive
มนตรี อ.,แข็งแรง ดูดีเกินราคามาก คุ้มค่าขริงๆ,Positive
K***X,"ฟังก์ชั่น:ดี
 คุณภาพ:ดี
 วัสดุ:ดี
คุ้มค่าคุ้มราคา จัดส่งเร็ว ของได้ครบ สินค้าไม่มีตำหนิ
ใช้งานได้ดี วัสดุแข็งแรง คุ้มครับแนะนำร้านนี้สำหรับคนที่งบน้อย",Positive
มนตรี อ.,ใช้ได้ดีครบถ้วนความต้องการสำหรับขาตั้งกล้อง แข็งแรงพอสมควร สงสัย ดูดีมาก คุ้มราคาครับ,Positive
8***7,ได้รับสินค้าแล้วครับ ของตรงปกครับ ดีเกินราคา,Positive
วีรศักดิ์ ห.,พัสดุส่งมาไว้มากครับ บรรจุหีบห่อมามั่นคงแข็งแรง สินค้าที่ได้รับตรงตามที่สั่งซื้อ ปรับระดับได้สามระดับ คุณภาพมั่นคงแข็งแรง,Positive
ธนาวุฒิ น.,วัสดุ:ตัววัสดุมีความคงทนแข็งแรงเนื่องจากเป็นโครงสร้างของเหล็ก  การแพ็คสินค้าทำได้ดี และสินค้าอยู่ในสภาพที่สมบูรณ์,Positive
JinTh C.,สูงและแช็งแรง ตรงปกครับ,Positive
tanawan,จัดส่งสินค้าได้รวดเร็วทันใจ แพ็คสินค้ามาอย่างดี แกะกล่องออกมาแล้วอุปกรณ์ครบใช้งานง่ายดีมากค่ะ,Positive
tei,เกินคาดดีมาก,Positive
*******218,แพ็คของได้ดีมาก ใช้งานได้ดีมาก ชอบมากๆครับ ราคาก็ถูกมากๆครับเมื่อเทียบกับคุณภาพสินค้า แนะนำร้านนี้เลยครับ,Positive
Prateep K.,ใช้ดีจึงบอกต่อสภาพสมบูรฌ์ทุกชิ้นงานพกพาสะดวกสบายใช้งานสายถ่ายรูปกลุ่มเหมาะมากครับ👍,Positive
Maisirisom,"คุ้มค่าครับ
 คุณภาพ:เยี่ยม",Positive
จัด,รับสินค้าตรวจสอบสินค้า ดีครับพอใจในสินค้า ตามภาพครับ,Positive
ดวงตา ว.,"มาพร้อมรีโมทบลูทูธ, เพิ่มทักษะการถ่ายภาพของคุณ, การออกแบบที่สวยงามและทันสมัย, วัสดุโลหะที่แข็งแรงและทนทาน,",Positive
8***5,แพ็คมาอย่างดีไม่มีบุบสลายคุณภาพเหนือราคา,Positive
8***5,แพ็คมาดีมากคุณภาพคุ้มราคาใช้ได้ได้ดี,Positive
Jayju,สินค้าดี แข็งแรงครับ,Positive
พระธเนศ จ.,"วัสดุโลหะที่แข็งแรงและทนทาน, การออกแบบที่สวยงามและทันสมัย,",Positive
ซ***.,"คุณภาพ:ดีมากๆ
 วัสดุ:เกินราคาที่จ่ายจริงๆ
 ฟังก์ชั่น:... คุ้มๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ",Positive
Siripen K.,วัสดุแข็งแรง ทนทาน คุ้มเกินราคา จัดส่งเร็วแพคเกจแข็งแรง,Positive
Thawanratana,ดูแข็งแรงดี ไม่มีปัญหาอะไร สั่ง ส่งไวมาก มีการแจ้งว่าส่งของแล้ว โอเคเลยแนะนำจ้าสำหรับใครที่มองหาขาตั้งกล้อง,Positive
Supakorn P.,คุ้มค่าคุัมราคาสุดๆเรียกได้ว่าเกินคุ้มเลยก็ว่าได้คุ้มค่าคุัมราคาสุดๆเรียกได้ว่าเกินคุ้มเลยก็ว่าได้,Positive
บุญส่ง ร.,แนะนำเลยของดีราคาถูก ถูกใจมากครับ,Positive
ท***.,"ได้รับสินค้าเสร็จเรียบร้อยสินค้าดีมีคุณภาพตรงตามที่สั่งมีโอกาสจะสั่งใหม่อีกรอบนะครับป้องกันการกระแทก, การป้องกันคุณภาพดี,",Positive
0***7,ใช้ดีคะ,Positive
เ***ย,ได้รับสินค้าเรียบร้อยแล้วโดยรวมถือว่าโอเครคุณภาพสินค้าสมราคาจัดส่งสินค้าเร็วตามกำหนด,Positive
คงฤทธิ์ ช.,"ฟังก์ชั่น: ดี
 คุณภาพ: ดี
 วัสดุ: ดี",Positive
Ko H.,แข็งแรงสวยดี,Positive
Tor S.,สั่งแบบมีรีโมทไป แต่ไม่มีรีโมทมาให้ แบบนี้ไม่โอเค เวลาส่งของควรเช็คให้มั่นใจก่อนส่ง ไม่ใช่ให้ลูกค้ามาทวง ไม่มีการอุดหนุนร้านค้าแบบนี้อีกแน่นอน,Positive
นิมิตร เ.,ราคาไม่แพง น้ำหนักดี ได้ตรงตามสั่ง จัดส่งเร็วมากครับ,Positive
Ramida S.,"ดีค่ะ ไม่มีอะไรเสียหาย ดูแข็งแรงดี ไม่กิ๊กก๊อก คุ้มราคา
รีโมทยังไม่ได้ลองค่ะ ……………………..





…….",Positive
N***.,"คุณภาพ:  ดีมากค่ะ
 วัสดุ:  ดีค่ะ",Positive
9***9,ถูกใจ,Positive
nut,สุดๆๆๆ,Positive
tungkeaapr0,คุณภาพ:ตรงปก,Positive
Nok,สินค้าตรวปกค่ะ ขาตั้งกล้อง ขาตั้งกล้องมือถือ คุณภาพดี วัสดุแข็งแรงทนทานใช้งานได้ดีค่ะ,Positive
มนตรี อ.,ใช้งานได้ดีมาก มีลูกน้ำจัยระดับช่วบให้ตั้งกล้องให้ได้ระดับง่ายมาก คุณภาพเกินราคา แข็งแรงใช้ได้เลย,Positive
Taweesak K.,ดีดี,Positive
อุษณีย์ แ.,ร้านค้าส่งสินค้ารวดเร็ว ได้สินค้าตรงตามออเดอร์ วัสดุดูแข็งแรงดีค่ะ กางสุดสูงจริงค่ะ ราคาไม่แพงด้วย,Positive
ค***.,สินค้าคุณภาพดีมาก อุปกรณ์ครบ จัดส่งไวด้วยค่ะ เต็ม10ไม่หัก👍👍,Positive
Achi-Amp,"วัสดุ:  วัสดุดูแล้วแข็งแรงเลยครับ งานดี ด้วยราคาเท่านี้ 
แนะนำเลยครับ",Positive
jontwer,"แพ็กมาแน่หนา อุปกรณ์สมราคาดีใช้งานได้ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง,",Positive
Sanur A.,"ได้รับของตรงตามปกแพ็คของมามีกันกระแทกขนส่งทำได้ดีไม่มีอะไรเสียหาย
 คุณภาพ:ดีสมกับราคา
 วัสดุ:ทำจากพลาสติกแต่ดูแข็งแรง",Positive
P***.,ของมาถึงเร็ว แพ้คดี ขนส่งดีมาก สินค้ามาคุ้มราคาค่ะ ใช้งานได้แน่นอน วัสดุไม่ได้เริศเหมือนของแพงแต่ไม่เสียดายเงินแน่นอน มีน้ำหนักพอประมาณไม่เบาเกินไม่หนักไป,Positive
*******406,"คุณภาพไมค์โครโฟน ใช้ดีมากๆ ดูดเสียงได้ดี มีลูกเล่นมีเสียงตึ่ง ตึง ตึ้ง ด้วย ราคาพอได้เลย เสียงไพรเราะเพราะพิ้งค์ ไม่หอน ไม่ใช่หมา
คือดีย์อ่ะ ชอบอ่ะ เดี๋ยวมาซื้อใหม่ จากใจ ซาวด์เอนจิเนียหาของใช้แก้ขัดชั่วคราว",Positive
นายยศวรรธน์ ว.,"งานดีราคานี้คุ้มมากครับ
 คุณภาพ:  คุ้มมาก",Positive
สันติ ม.,คุ้มค่า คุ้มราคา คูณภาพดี ลองใช้แล้ว,Positive
ภ***.,คุณภาพดี แข็งแรง ตรงปก,Positive
ทอฝัน ก.,ได้รับสินค้าเรียบร้อยแล้วนะคะสวยสมราคาชอบมากค่ะ,Positive
artitdidduangpong,"เพิ่มทักษะการถ่ายภาพของคุณ, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง,",Positive
ส***.,แพคมาดีมากกก ดูแข็งแรงดี มีรีโมทมาให้ด้วยแต่ยังไม่ได้ลองใช้ว่าจะโอเคไหม ตั้งใจจะเอาไว้ใช้ถ่ายรูปดาวกลางคืน ขนส่งมาเร็วไม่มีไรเสียหาย,Positive
Morkhaen B.,ส่งเร็วคุณภาพใช้ได้,Positive
Nuan,ส่งเร็วสั่งของวันที่ 12 วันที่ 14 ได้รับแล้วสิ้นค่าถือว่าโอเคถูกใจแต่ต้องลองใช้ก่อนถ้าใช้ดีจะแนะนำเพื่อนให้ซื้อแต่ฟอกน้ำที่เสาใส่ไม่ครบ1ข้าง,Positive
Aekkasit,"ส่งของไวครับ แพ็คมาดีมีกันกระแทก
 คุณภาพ: ดี
 วัสดุ:  ดีตามราคา",Positive
บัญชา ช.,"สินแพ๊คมาอย่างดี วัสดุดีแลมีความทนทาน เกินคาด
 คุณภาพ:  ดี
 วัสดุ:  ดี
 ฟังก์ชั่น:  น่าใช้",Positive
Vichai A.,ได้รับสินค้าเรียบร้อย ตรงตามระบุ แพ๊คส่งสินค้าได้เรียบร้อยดี คุณภาพปานกลางสมตามราคา เวลาใช้งานควรระวังมือ อย่ารุนแรงจนเกินเหตุ โดยรวมโอเคครับ,Positive
ข***.,"วัสดุ:
ส่งสินค้าได้เร็ว แพ็คเกจจิ่งเรียบร้อยมาก  สินค้าดูดีมากแต่ราคาถูกมากๆ  ใช้งานได้ดี ถูกใจมาก",Positive
Bumbim B.,สินค้าแพ็คมาดีคะ จัดส่งรวดเร็ว ขาตั้งกล้องสูงมากคะ หมุนได้ ใช้งานได้ดีคะ,Positive
ลูกศร เ.,แพ็คหีบห่อมาดีมาก วัสดุน้ำหนักดีแข็งแรงทนทาน ถูกใจค่ะ,Positive
วันชัย ม.,ห่อกันกระแทกมาอย่างดี ส่งไว สินค้าแข็งแรงดี คุ้มค่ามาก,Positive
อนุพงศ์ พ.,ได้รับของแล้วครับ ส่งไว แพคเกจกันกระแทกอย่างดี  วัสดุโลหะที่แข็งแรงและทนทาน คุณภาพมาตรฐาน ยาว 170 ซม. ตอนเก็บยาวประมาณ 60 ซม. พกพาสะดวกมีซองใส่มาให้ด้วย,Positive
wichan S.,ได้รับสินค้าแล้ว ทางร้าน ส่งไวดี ห่อสินค้ามาดีไม่มีแตกสภาพสมบูรณ์ คุณภาพสินค้าเหมาะสมราคา,Positive
อนุพงศ์ น.,สินค้าดี คุ้มราคา จัดส่งรวดเร็ว แอดมินติดตามแชทตลอด แนะนำร้านนี้ สินค้าเลือกมากมาย ดีจริง,Positive
*******596,ลองใช้ดูก่อนครับ,Positive
ด***ู,สินค้าห่อมาดีมากครับมีกันกระแทกสินค้าไม่เสียหายพนักงานขนส่งโทรแจ้งก่อนนำส่งสินค้าร้านค้าส่งของรวดเร็วทันใจแกะสินค้าออกมาอยู่ในสภาพสมบูรณ์อุปกรณ์ได้ครบตามที่แจ้งใช้งานได้ปกติแนะนำครับร้านนี้,Positive
0numa,แพคของมาดีสินค้าตรงปก,Positive
9***9,ของสภาพดีมากมีกันกระแทก และก่อนส่งมีการถ่ายรูปยืนยันสิ้นค้าด้วย ขาตั้งกล้องสภาพดีมาก คุ้มกับราคาที่จ่ายครับ,Positive
คงเดช เ.,สวยงามทุกอย่างครับคุณภาพอย่างดีแพ๊คของมาอย่างดีครับแนะนำเลยครับร้านนี้,Positive
ฤทธี​ ค.,สินค้าดูดีมากครับ คาดว่าน่าจะใช้งานได้ดีและยาวนาน ขาดไปชิ้นหนึ่งคือตัวจับมือถือครับ ไม่แน่ใจว่าสั่งผิดไปหรือเปล่า กำลังสอบถามผู้ขาย,Positive
จ.ส.อ.นิระพัฒน์ ท.,"ฟังก์ชั่น:ง่ายต่อการถ่ายภาพ ถ่ายวีดีโอ
 คุณภาพ:ดีมาก ใช้การได้ดี
 วัสดุ:คุณภาพดี",Positive
นุชสรา ว.,"สินค้าดีมีคุณภาพ วัสดุโลหะที่แข็งแรงและทนทาน, การออกแบบที่สวยงามและทันสมัย, สะดวกสำหรับการเดินทางและการควบคุมระยะไกล, มาพร้อมรีโมทบลูทูธ, ราคาไม่แพงส่งไวไว",Positive
*******664,คุณภาพดีมาก วัสดุทำมากดีมาก,Positive
N***.,"การออกแบบที่สวยงามและทันสมัย, เพิ่มทักษะการถ่ายภาพของคุณ, สะดวกสำหรับการเดินทางและการควบคุมระยะไกล, ง่ายต่อการพกพาและเหมาะสำหรับการเดินทาง, วัสดุโลหะที่แข็งแรงและทนทาน, ขาตั้งกล้องระดับมืออาชีพ,",Positive
"T""Noppadol09",สวยตรงปก แพ็คอย่างดี,Positive
P***.,สินค้าตรงตามที่สั่ง ใช้งานได้จริง สินค้ามีน้ำหนัก วัสดุที่ทำเเข็งเเรงดี ยืดได้สูง คุ้มค่ามากๆ จัดส่งรวดเร็ว เจ้าหน้าจัดส่งสินค้าโทรเเจ้งก่อนส่ง,Positive
ไพลิน ด.,ชอบค่ะถูกใจ,Positive
สิ่งมีชีวิตที่คิดได้ แ.,คุ้มค่า  วัสดุดูแข็งแรง..รีโมทใด้จริง  ปรับได้หลายแบบ..คุ้มเงิน..สั่งเลย,Positive
P***.,ได้รับสินค้าครบตามจำนวนที่สั่ง,Positive
ณรงค์,", ได้รับสินค้า เรียบร้อยแล้วครับ สินค้าคุณภาพใช้ได้ครับ ตามราคาครับ ขอลองใช้ดูก่อนนะครับ",Positive
